id,item_id,dept_id,cat_id,store_id,state_id,macrogrupo
HOUSEHOLD_2_337_CA_4_validation,HOUSEHOLD_2_337,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_338_CA_4_validation,HOUSEHOLD_2_338,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_339_CA_4_validation,HOUSEHOLD_2_339,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_340_CA_4_validation,HOUSEHOLD_2_340,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_341_CA_4_validation,HOUSEHOLD_2_341,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_342_CA_4_validation,HOUSEHOLD_2_342,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_343_CA_4_validation,HOUSEHOLD_2_343,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_344_CA_4_validation,HOUSEHOLD_2_344,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_345_CA_4_validation,HOUSEHOLD_2_345,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_346_CA_4_validation,HOUSEHOLD_2_346,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_347_CA_4_validation,HOUSEHOLD_2_347,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_348_CA_4_validation,HOUSEHOLD_2_348,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_349_CA_4_validation,HOUSEHOLD_2_349,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_350_CA_4_validation,HOUSEHOLD_2_350,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_351_CA_4_validation,HOUSEHOLD_2_351,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_352_CA_4_validation,HOUSEHOLD_2_352,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_353_CA_4_validation,HOUSEHOLD_2_353,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_354_CA_4_validation,HOUSEHOLD_2_354,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_355_CA_4_validation,HOUSEHOLD_2_355,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_356_CA_4_validation,HOUSEHOLD_2_356,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_357_CA_4_validation,HOUSEHOLD_2_357,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_358_CA_4_validation,HOUSEHOLD_2_358,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_359_CA_4_validation,HOUSEHOLD_2_359,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_360_CA_4_validation,HOUSEHOLD_2_360,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_361_CA_4_validation,HOUSEHOLD_2_361,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_362_CA_4_validation,HOUSEHOLD_2_362,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_363_CA_4_validation,HOUSEHOLD_2_363,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_364_CA_4_validation,HOUSEHOLD_2_364,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_365_CA_4_validation,HOUSEHOLD_2_365,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_366_CA_4_validation,HOUSEHOLD_2_366,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_367_CA_4_validation,HOUSEHOLD_2_367,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_368_CA_4_validation,HOUSEHOLD_2_368,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_369_CA_4_validation,HOUSEHOLD_2_369,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_370_CA_4_validation,HOUSEHOLD_2_370,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_371_CA_4_validation,HOUSEHOLD_2_371,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_372_CA_4_validation,HOUSEHOLD_2_372,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_373_CA_4_validation,HOUSEHOLD_2_373,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_374_CA_4_validation,HOUSEHOLD_2_374,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_375_CA_4_validation,HOUSEHOLD_2_375,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_376_CA_4_validation,HOUSEHOLD_2_376,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_377_CA_4_validation,HOUSEHOLD_2_377,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_378_CA_4_validation,HOUSEHOLD_2_378,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_379_CA_4_validation,HOUSEHOLD_2_379,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_380_CA_4_validation,HOUSEHOLD_2_380,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_381_CA_4_validation,HOUSEHOLD_2_381,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_382_CA_4_validation,HOUSEHOLD_2_382,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_383_CA_4_validation,HOUSEHOLD_2_383,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_384_CA_4_validation,HOUSEHOLD_2_384,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_385_CA_4_validation,HOUSEHOLD_2_385,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_386_CA_4_validation,HOUSEHOLD_2_386,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_387_CA_4_validation,HOUSEHOLD_2_387,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_388_CA_4_validation,HOUSEHOLD_2_388,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_389_CA_4_validation,HOUSEHOLD_2_389,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_390_CA_4_validation,HOUSEHOLD_2_390,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_391_CA_4_validation,HOUSEHOLD_2_391,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_392_CA_4_validation,HOUSEHOLD_2_392,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_393_CA_4_validation,HOUSEHOLD_2_393,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_394_CA_4_validation,HOUSEHOLD_2_394,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_395_CA_4_validation,HOUSEHOLD_2_395,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_396_CA_4_validation,HOUSEHOLD_2_396,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_397_CA_4_validation,HOUSEHOLD_2_397,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_398_CA_4_validation,HOUSEHOLD_2_398,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_399_CA_4_validation,HOUSEHOLD_2_399,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_400_CA_4_validation,HOUSEHOLD_2_400,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_401_CA_4_validation,HOUSEHOLD_2_401,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_402_CA_4_validation,HOUSEHOLD_2_402,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_403_CA_4_validation,HOUSEHOLD_2_403,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_404_CA_4_validation,HOUSEHOLD_2_404,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_405_CA_4_validation,HOUSEHOLD_2_405,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_406_CA_4_validation,HOUSEHOLD_2_406,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_407_CA_4_validation,HOUSEHOLD_2_407,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_408_CA_4_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_409_CA_4_validation,HOUSEHOLD_2_409,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_410_CA_4_validation,HOUSEHOLD_2_410,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_411_CA_4_validation,HOUSEHOLD_2_411,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_412_CA_4_validation,HOUSEHOLD_2_412,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_413_CA_4_validation,HOUSEHOLD_2_413,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_414_CA_4_validation,HOUSEHOLD_2_414,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_415_CA_4_validation,HOUSEHOLD_2_415,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_416_CA_4_validation,HOUSEHOLD_2_416,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_417_CA_4_validation,HOUSEHOLD_2_417,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_418_CA_4_validation,HOUSEHOLD_2_418,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_419_CA_4_validation,HOUSEHOLD_2_419,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_420_CA_4_validation,HOUSEHOLD_2_420,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_421_CA_4_validation,HOUSEHOLD_2_421,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_422_CA_4_validation,HOUSEHOLD_2_422,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_423_CA_4_validation,HOUSEHOLD_2_423,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_424_CA_4_validation,HOUSEHOLD_2_424,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_425_CA_4_validation,HOUSEHOLD_2_425,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_426_CA_4_validation,HOUSEHOLD_2_426,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_427_CA_4_validation,HOUSEHOLD_2_427,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_428_CA_4_validation,HOUSEHOLD_2_428,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_429_CA_4_validation,HOUSEHOLD_2_429,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_430_CA_4_validation,HOUSEHOLD_2_430,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_431_CA_4_validation,HOUSEHOLD_2_431,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_432_CA_4_validation,HOUSEHOLD_2_432,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_433_CA_4_validation,HOUSEHOLD_2_433,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_434_CA_4_validation,HOUSEHOLD_2_434,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_435_CA_4_validation,HOUSEHOLD_2_435,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_436_CA_4_validation,HOUSEHOLD_2_436,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_437_CA_4_validation,HOUSEHOLD_2_437,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_438_CA_4_validation,HOUSEHOLD_2_438,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_439_CA_4_validation,HOUSEHOLD_2_439,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_440_CA_4_validation,HOUSEHOLD_2_440,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_441_CA_4_validation,HOUSEHOLD_2_441,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_442_CA_4_validation,HOUSEHOLD_2_442,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_443_CA_4_validation,HOUSEHOLD_2_443,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_444_CA_4_validation,HOUSEHOLD_2_444,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_445_CA_4_validation,HOUSEHOLD_2_445,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_446_CA_4_validation,HOUSEHOLD_2_446,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_447_CA_4_validation,HOUSEHOLD_2_447,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_448_CA_4_validation,HOUSEHOLD_2_448,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_449_CA_4_validation,HOUSEHOLD_2_449,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_450_CA_4_validation,HOUSEHOLD_2_450,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_451_CA_4_validation,HOUSEHOLD_2_451,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_452_CA_4_validation,HOUSEHOLD_2_452,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_453_CA_4_validation,HOUSEHOLD_2_453,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_454_CA_4_validation,HOUSEHOLD_2_454,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_455_CA_4_validation,HOUSEHOLD_2_455,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_456_CA_4_validation,HOUSEHOLD_2_456,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_457_CA_4_validation,HOUSEHOLD_2_457,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_458_CA_4_validation,HOUSEHOLD_2_458,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_459_CA_4_validation,HOUSEHOLD_2_459,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_460_CA_4_validation,HOUSEHOLD_2_460,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_461_CA_4_validation,HOUSEHOLD_2_461,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_462_CA_4_validation,HOUSEHOLD_2_462,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_463_CA_4_validation,HOUSEHOLD_2_463,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_464_CA_4_validation,HOUSEHOLD_2_464,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_465_CA_4_validation,HOUSEHOLD_2_465,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_466_CA_4_validation,HOUSEHOLD_2_466,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_467_CA_4_validation,HOUSEHOLD_2_467,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_468_CA_4_validation,HOUSEHOLD_2_468,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_469_CA_4_validation,HOUSEHOLD_2_469,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_470_CA_4_validation,HOUSEHOLD_2_470,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_471_CA_4_validation,HOUSEHOLD_2_471,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_472_CA_4_validation,HOUSEHOLD_2_472,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_473_CA_4_validation,HOUSEHOLD_2_473,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_474_CA_4_validation,HOUSEHOLD_2_474,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_475_CA_4_validation,HOUSEHOLD_2_475,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_476_CA_4_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_477_CA_4_validation,HOUSEHOLD_2_477,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_478_CA_4_validation,HOUSEHOLD_2_478,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_479_CA_4_validation,HOUSEHOLD_2_479,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_480_CA_4_validation,HOUSEHOLD_2_480,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_481_CA_4_validation,HOUSEHOLD_2_481,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_482_CA_4_validation,HOUSEHOLD_2_482,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_483_CA_4_validation,HOUSEHOLD_2_483,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_484_CA_4_validation,HOUSEHOLD_2_484,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_485_CA_4_validation,HOUSEHOLD_2_485,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_486_CA_4_validation,HOUSEHOLD_2_486,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_487_CA_4_validation,HOUSEHOLD_2_487,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_488_CA_4_validation,HOUSEHOLD_2_488,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_489_CA_4_validation,HOUSEHOLD_2_489,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_490_CA_4_validation,HOUSEHOLD_2_490,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_491_CA_4_validation,HOUSEHOLD_2_491,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_492_CA_4_validation,HOUSEHOLD_2_492,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_493_CA_4_validation,HOUSEHOLD_2_493,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_494_CA_4_validation,HOUSEHOLD_2_494,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_495_CA_4_validation,HOUSEHOLD_2_495,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_496_CA_4_validation,HOUSEHOLD_2_496,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_497_CA_4_validation,HOUSEHOLD_2_497,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_498_CA_4_validation,HOUSEHOLD_2_498,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_499_CA_4_validation,HOUSEHOLD_2_499,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_500_CA_4_validation,HOUSEHOLD_2_500,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_501_CA_4_validation,HOUSEHOLD_2_501,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_502_CA_4_validation,HOUSEHOLD_2_502,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_503_CA_4_validation,HOUSEHOLD_2_503,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_504_CA_4_validation,HOUSEHOLD_2_504,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_505_CA_4_validation,HOUSEHOLD_2_505,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_506_CA_4_validation,HOUSEHOLD_2_506,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_507_CA_4_validation,HOUSEHOLD_2_507,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_508_CA_4_validation,HOUSEHOLD_2_508,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_509_CA_4_validation,HOUSEHOLD_2_509,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_510_CA_4_validation,HOUSEHOLD_2_510,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_511_CA_4_validation,HOUSEHOLD_2_511,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_512_CA_4_validation,HOUSEHOLD_2_512,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_513_CA_4_validation,HOUSEHOLD_2_513,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_514_CA_4_validation,HOUSEHOLD_2_514,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_515_CA_4_validation,HOUSEHOLD_2_515,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
HOUSEHOLD_2_516_CA_4_validation,HOUSEHOLD_2_516,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,Sin patrón dominante
FOODS_1_001_CA_4_validation,FOODS_1_001,FOODS_1,FOODS,CA_4,CA,Sin patrón dominante
FOODS_1_002_CA_4_validation,FOODS_1_002,FOODS_1,FOODS,CA_4,CA,Sin patrón dominante
FOODS_1_003_CA_4_validation,FOODS_1_003,FOODS_1,FOODS,CA_4,CA,Sin patrón dominante
FOODS_1_004_CA_4_validation,FOODS_1_004,FOODS_1,FOODS,CA_4,CA,Sin patrón dominante
FOODS_1_005_CA_4_validation,FOODS_1_005,FOODS_1,FOODS,CA_4,CA,Sin patrón dominante
